"2020-11-25T20:15:31Z",,2409,"[guava] If ListenableFuture is cancelled, it should cancel entangled coroutine before executing the listeners","https://github.com/Kotlin/kotlinx.coroutines/issues/2409","OPEN","enhancement"
"2020-11-04T11:22:01Z",,2367,"Promote CopyableThrowable to stable","https://github.com/Kotlin/kotlinx.coroutines/issues/2367","OPEN","enhancement/debug"
"2020-10-08T10:34:03Z","2023-03-09T13:02:43Z",2291,"Get rid of backspace symbol in artificial stackframe for stacktrace recovery","https://github.com/Kotlin/kotlinx.coroutines/issues/2291","CLOSED","enhancement/debug/for 1.7"
"2020-09-17T10:37:40Z",,2251,"Proposal: Make JS promises created via `CoroutineScope.promise` cancellable","https://github.com/Kotlin/kotlinx.coroutines/issues/2251","OPEN","enhancement/js"
"2020-09-14T09:00:17Z","2021-04-26T20:08:31Z",2246,"Flow.last() operator","https://github.com/Kotlin/kotlinx.coroutines/issues/2246","CLOSED","enhancement/flow"
"2020-09-10T12:06:26Z","2023-03-09T13:02:54Z",2237,"Support the Java Module System","https://github.com/Kotlin/kotlinx.coroutines/issues/2237","CLOSED","enhancement"
"2020-08-24T12:20:40Z","2020-10-13T13:09:48Z",2213,"[Feature request] Add awaitCancellation()","https://github.com/Kotlin/kotlinx.coroutines/issues/2213","CLOSED","enhancement"
"2020-08-14T14:06:11Z","2021-05-21T11:47:58Z",2197,"CoroutinesTimeout replacement for JUnit 5","https://github.com/Kotlin/kotlinx.coroutines/issues/2197","CLOSED","enhancement"
"2020-08-12T20:51:18Z","2021-03-03T12:03:34Z",2195,"ThreadContextElements are not nested properly","https://github.com/Kotlin/kotlinx.coroutines/issues/2195","CLOSED","enhancement"
"2020-08-11T05:24:30Z","2020-10-26T08:52:44Z",2190,"BlockHound detects `kotlinx.coroutines.reactive.ReactiveFlowKt#<clinit>` during `Mono.awaitFirst()`","https://github.com/Kotlin/kotlinx.coroutines/issues/2190","CLOSED","enhancement"
"2020-07-22T10:36:18Z","2020-10-26T18:42:24Z",2159,"Coroutine equivalent of Thread.currentThread() requires a !! cast","https://github.com/Kotlin/kotlinx.coroutines/issues/2159","CLOSED","enhancement"
"2020-07-21T22:38:37Z","2023-02-23T19:29:21Z",2157,"Support for Mingw86","https://github.com/Kotlin/kotlinx.coroutines/issues/2157","CLOSED","enhancement/postponed"
"2020-07-10T07:56:01Z",,2130,"Deferred.awaitResult()","https://github.com/Kotlin/kotlinx.coroutines/issues/2130","OPEN","enhancement"
"2020-05-07T09:38:56Z",,1998,"Provide a way to enable stacktrace recovery in Android release build","https://github.com/Kotlin/kotlinx.coroutines/issues/1998","OPEN","enhancement/docs/debug"
"2020-05-06T17:27:18Z","2021-11-22T11:35:35Z",1996,"Multiplatform kotlinx-coroutines-test","https://github.com/Kotlin/kotlinx.coroutines/issues/1996","CLOSED","enhancement/test/For 1.6"
"2020-05-06T09:56:02Z","2020-10-13T13:09:49Z",1993,"Publisher.singleOrNull extension","https://github.com/Kotlin/kotlinx.coroutines/issues/1993","CLOSED","enhancement/up for grabs"
"2020-04-29T17:29:50Z","2020-05-08T17:49:52Z",1973,"Introduce StateFlow","https://github.com/Kotlin/kotlinx.coroutines/issues/1973","CLOSED","enhancement/flow"
"2020-04-24T02:06:07Z","2021-12-07T16:28:49Z",1948,"Dispatchers.Main.immediate have different behavior on Android and unit test","https://github.com/Kotlin/kotlinx.coroutines/issues/1948","CLOSED","enhancement"
"2020-03-31T07:38:43Z","2020-05-08T17:49:49Z",1890,"Flow.onEmpty/ifEmpty operators","https://github.com/Kotlin/kotlinx.coroutines/issues/1890","CLOSED","enhancement/flow"
"2020-03-26T06:36:52Z","2020-05-08T17:49:50Z",1883,"Support RxJava 3","https://github.com/Kotlin/kotlinx.coroutines/issues/1883","CLOSED","enhancement"
"2020-02-14T09:39:50Z","2020-03-06T12:12:59Z",1805,"Provide ability to query coroutine context for CoroutineDispatcher in a friendly manner","https://github.com/Kotlin/kotlinx.coroutines/issues/1805","CLOSED","enhancement"
"2020-02-10T09:27:38Z","2021-01-25T16:37:57Z",1791,"Extract core part of kotlinx-coroutines-debug into core module","https://github.com/Kotlin/kotlinx.coroutines/issues/1791","CLOSED","enhancement"
"2020-01-04T04:43:04Z",,1750,"How to window the fixed-size buffered items in Channel?","https://github.com/Kotlin/kotlinx.coroutines/issues/1750","OPEN","enhancement/flow"
"2019-11-05T14:06:36Z","2020-11-20T15:42:58Z",1645,"`delay` leads to crash from worker because of DefaultDelay ","https://github.com/Kotlin/kotlinx.coroutines/issues/1645","CLOSED","enhancement"
"2019-10-22T23:48:36Z","2019-12-13T12:47:13Z",1631,"recoverStackTrace breaks exception message","https://github.com/Kotlin/kotlinx.coroutines/issues/1631","CLOSED","enhancement"
"2019-10-22T10:10:50Z","2019-12-13T12:47:10Z",1625,"Provide meaningful stacktrace on cancellation","https://github.com/Kotlin/kotlinx.coroutines/issues/1625","CLOSED","enhancement"
"2019-10-10T15:21:57Z","2021-01-25T16:38:44Z",1608,"Stacktrace recovery mode which replaces exception stacktrace","https://github.com/Kotlin/kotlinx.coroutines/issues/1608","CLOSED","enhancement/question"
"2019-10-07T18:25:11Z","2019-12-13T12:47:09Z",1601,"java.util.Stream.consumeAsFlow() operator","https://github.com/Kotlin/kotlinx.coroutines/issues/1601","CLOSED","enhancement/flow"
"2019-10-01T18:01:13Z","2021-11-22T11:30:26Z",1589,"Consider dropping support for Java 6 in kotlinx.coroutines 1.4","https://github.com/Kotlin/kotlinx.coroutines/issues/1589","CLOSED","enhancement/breaking change/For 1.4"
